Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,6.29
CC1=NS(=O)(=O)c2ccccc2N1,0.29
N#Cc1nccnc1C#N,0.38
NCC(=O)NCC(=O)NCC(=O)O,-2.68
CC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,2.3
C=C(C)C1CC=C(C)C(O)C1,3.12
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N,0.83
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCCCCC1,3.41
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,3.31
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1.15
CC1(C)COC(C)(C)N1O,0.48
O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,3.61
COC1(C(F)(F)F)C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.06
Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1,-1.9
O=c1cc[nH]cn1,-1.38
COc1cc(Cc2cnc(N)nc2N)ccc1C(C)(C)O,1.38
O=C(O)CCC(=O)c1ccccc1,1.3
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,3.23
CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,0.57
CC(=O)Oc1cccc2cccnc12,2.03
C#CC(C)(C)NCC(O)CON=C(C1CC1)C1CC1,1.6
Oc1ccc(Sc2ccc(O)cc2)cc1,3.34
CC(=O)Nc1cccc(Cl)c1F,1.83
N#C/C(=N\OCC1OCCO1)c1ccccc1,2.76
CCOC(=O)C(CC)n1nnc2ccccc21,2.34
Cc1cccc(C)c1N,1.84
Oc1ccc(Nc2ccccc2)cc1,2.82
O=C1C=C(N2CC2)C(=O)C=C1N1CC1,0.18
COc1cc(Cc2cnc(N)nc2N)c(Br)cc1Br,3.17
COc1cccc(C=C(C(N)=O)C(N)=O)c1,0.01
CN(C)C(=N)N(C)C,0.41
CC(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,-2.19
CCNc1nc(Cl)nc(NC(C)C)n1,2.61
CN(C)C(N(C)C)=S(I)c1c(Cl)cccc1Cl,0.0
C=CCOC1(c2ccccc2)CN(C)CCO1,2.09
CC(C)(C)C(=O)O,1.48
O=[N+]([O-])c1ccc(Cl)cc1,2.39
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccc(O)cc1)C(C)O)C(=O)O,-1.18
Cc1cnc2n(c1=O)CCCC2,0.12
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,4.04
COC(=O)CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.05
C#CCOc1c(Cl)cc(N/C=N/Oc2ccccc2)cc1Cl,4.4
COC(=O)C(C)NP(=O)(OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc([N+](=O)[O-])cc1,0.9
CC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,-0.25
N#C/N=[N+](\[O-])c1cccc(C(F)(F)F)c1,2.52
CSCCC(N)C(=O)NC(CC(C)C)C(=O)O,-1.84
CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,4.39
NS(=O)(=O)c1ccc(SCCCO)c(Cl)c1,1.59
CCCCO[N+](=O)[O-],2.15
Cc1cn(C2CC(N=[N+]=N)C(COC(=O)CCCNC(=O)C34CC5CC(CC(C5)C3)C4)O2)c(=O)[nH]c1=O,2.47
CCOC(=O)C(C)Oc1ccc(-n2sc3ccccc3c2=O)cc1,3.89
O=C(NCCCCO)C(F)(F)Cn1ccnc1[N+](=O)[O-],-0.29
O=C1CC(=O)NC(=O)N1,-1.47
O=C(O)CC[Se]Cc1ccc([N+](=O)[O-])cc1,1.63
Nc1ccc(C(=O)N/N=C/c2c(O)ccc3ccccc23)cc1,3.04
O=C(O)CCn1nnc2ccccc21,-0.63
CC(=O)NC(CC(N)=O)C(N)=O,-2.41
COCC(O)Cn1ccnc1[N+](=O)[O-],-0.37
CCN(CC)CCNC(=O)c1ccccc1OC,1.98
CNC(=O)c1cccc(Oc2cc(C)ccc2C)c1,3.76
N#CCCOc1cccc2ccccc12,2.8
NC(=O)C1CN(CC(=O)Nc2c(Cl)cccc2Cl)CCN1CCCC(c1ccc(F)cc1)c1ccc(F)cc1,5.26
CCCCCCCCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,4.4
CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,3.61
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,4.0
CC(=O)/C(C#N)=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.4
O=C(CCl)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.59
CC(=O)NC(C)(C)C(N)=O,-0.87
C=CCC1(CC)C(=O)NC(=O)N(C)C1=O,1.35
COc1c(Cl)ccc(Cl)c1C(=O)O,2.21
O=NN1CCNCC1,0.18
OCC1CO1,-0.95
CCC(C)CC(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,1.0
Cc1coc2nc3oc(=O)cc(C)c3cc12,1.64
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.23
CNC(=O)Nc1cccc(Cl)c1,2.18
NNC=O,-2.05
Oc1ccc(Cl)c(O)c1,1.8
CCC(N)C(=O)Nc1c(C)cccc1C,0.84
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,4.61
O=C(OCC#Cc1cccc(O)c1)c1c(O)c2ccc(Cl)cc2[nH]c1=O,3.65
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.17
O=C(O)COc1ccccc1,1.34
CN(C)C(=O)Nc1cccc(OCc2ccc(Cl)cc2Cl)c1,4.1
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,6.46
CC(C)OP(=O)(OC(C)C)C(Cl)(Cl)P(=O)(OC(C)C)OC(C)C,2.89
CC(C)N(N=O)C(=O)Nc1ccccc1,2.5
Nc1ccnnc1,-0.53
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1.31
CCCCc1nccnc1C,2.1
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1C(C)=O,2.04
C=CCOC(C)=O,0.97
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OCC1O,0.64
CCOP(=S)(OCC)SCS(=O)C(C)(C)C,2.21
c1ccc(SSc2ccccc2)cc1,4.41
CCCCCCCC[n+]1ccccc1C,-0.77
CCCOc1cncc(C)n1,2.29
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],3.73
C1CN=C2CCCN2C1,-0.17
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,3.1
c1ccc(CSc2cnn[nH]2)cc1,2.65
C#CCOc1c(Cl)cc(N/C=N/OCC=C)cc1Cl,3.7
C1CCC2=NCCCN2CC1,1.38
CNC1CC2OC1c1ccccc12,0.91
C1=C\CC/C=C\CC/C=C\CC/1,5.5
CC(C)Oc1c(C(=O)Nc2nn[nH]n2)sc(Br)c1Br,1.85
COCC(=O)Nc1ccc(Cl)c(Cl)c1,2.77
Nc1nc(=O)n(C2OC(CO)CC2F)cc1F,-0.92
S=C=Nc1ccc(-c2ccccc2)cc1,4.66
CCCN(C)CCO,0.65
NC(=S)c1ncccn1,-0.34
OC1(c2ccc(Cl)cc2)CCCCCC1n1cncn1,3.54
CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N2CC(O)C(O)C2)OC1=O,1.22
CCC(C)c1nnc(N)o1,0.62
Cc1cccc(C)c1C#[N+][O-],2.74
CNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,2.19
COC(=O)C(C)(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,1.38
COc1cc(S(=O)(=O)CC(O)c2ccccc2)cc(OC)c1OC,1.65
COc1ccc(C2Cc3c(ccc(Br)c3OC)N(CCN(C)C)C(=O)C2C)cc1,5.4
CCCCCCCCN,2.9
COc1cc(OC)nc(Oc2cccc(Oc3ccccc3)c2C(=O)O)n1,3.43
COc1cc(C)nn1-c1nc(C)cc(C)n1,0.73
CC(=O)NCC(=O)NC(CC(C)C)C(N)=O,-0.78
C=CC(C)(CCC=C(C)C)OC(C)=O,3.93
COc1ccc(C(=O)N(C(C)C)C(C)C)cc1,2.8
COc1ccc(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1OC,2.3
CN(C)c1ccc2c(c1)C(=O)OC2(C)C,2.42
CC(C)Nc1nc(Cl)nc(NCCO)n1,0.78
O=C1c2ccccc2C(=O)N1CCCCBr,2.96
OCc1cccc(C(F)(F)F)c1,2.24
O=[N+]([O-])/C=C/c1cccc(O)c1,2.07
ClCCl,1.25
CCCOC(=O)n1c(NC(=O)OC)nc2cc(C(=O)c3ccccc3)ccc21,3.43
COc1ccc(C2Cc3cc(OC)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,3.2
ClCc1ccc(Cl)cc1,3.18
Cc1cc2c(cc1C)[n+]([O-])c(N)n[n+]2[O-],0.56
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,4.93
Nc1ncnc2c1nc([Se]Cc1ccccc1)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O,1.67
COc1ccc(COC(C(=O)O)c2ccccc2)cc1Cl,2.45
Cc1cc(=O)[nH]c2c1cc(C)c1occ(C)c12,3.13
O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2.85
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,3.05
Cc1c[n+]([O-])c2ccccc2c1[N+](=O)[O-],1.06
NC(CS)C(=O)O,-2.49
CC(CCO[N+](=O)[O-])O[N+](=O)[O-],2.15
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0.43
c1ccc(CCNc2ncnc3nc[nH]c23)cc1,2.42
CC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,1.02
CCCCc1ccc(NC(C)=O)cc1C,3.64
O=NN(CCCl)C(=O)NCCO,0.3
C=CC=C,1.99
CCCc1nc2cccc(C)n2c(=O)c1CC,2.37
C=C(C)C(N)=O,-1.11
OB(O)c1ccccc1,1.58
CCNP(=O)(OC)SC,0.07
OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(F)cc1,2.95
CCCCCCCCC(=O)OC,4.32
CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.21
Cc1nonc1Cc1ccc([N+](=O)[O-])cc1,2.21
Cc1cn(C2CC(O)C(CN)O2)c(=O)[nH]c1=O,-2.05
CC(=O)c1ccc([N+](=O)[O-])cc1,1.53
CCCOC(=O)NC,0.95
ClCCCCl,2.0
Clc1cc2c(cc1Cl)-c1cc(Cl)c(Cl)cc1-2,6.14
CN(C)C(=O)c1cccnc1,-0.48
O=[N+]([O-])c1cnc(NC(CO)C(O)CO)cn1,-0.89
CCOC(=O)C1=C(C)O/C(=C\c2ccc(OC)cc2)C1=O,2.96
COP(=S)(OC)SCC(=O)N(C)C=O,1.48
C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCN(C)CC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,2.73
CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,2.04
CC1=Nc2c(Cl)cccc2S(=O)(=O)N1,0.72
Nc1nnc(Cc2ccccc2)o1,0.95
CCCCCCCC(=O)n1cc(CC(NC(=O)CC2NC(=O)C3C4CCC(CC4)N3C2=O)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,7.29
COC(=O)c1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.74
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.336666666666666
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.44
CC1N(C)CCOC1(O)c1ccccc1,1.92
CC(=O)Nc1cc(OCC(=O)O)ccc1Cl,0.75
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,2.2
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,3.9
CCOC(=O)C(CC(C)C)NC(=O)CNC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,1.07
CSC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.85
OCCCCCCCCNc1[nH]cnc2ncnc1-2,2.23
COc1ccc(C(O)C(=O)O)cc1,0.63
Cc1cnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,3.75
CCNC(=O)c1n[nH]c(C)c1[N+](=O)[O-],0.13
CC(=O)NCc1cc(C(=O)NN)ccn1,-1.58
CC(C)=NN(C)P(=O)(N1CC1)N1CC1,0.51
COc1ccc(-c2ccsc2)cc1CNC1CCCNC1c1ccccc1,4.8
COP(=S)(OC)Oc1ccc(SC)c(C)c1,4.09
CNC(=O)c1cccc(Oc2ccccc2)c1,2.86
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,-0.35
c1ccc(Cn2cnnc2)cc1,0.74
CN(C)/N=N/c1cccc2oc3ccccc3c12,4.55
CC(C)c1nnc(S)n(N)c1=O,1.22
CCc1ccc(S(I)=C(N(C)C)N(C)C)cc1,0.29
CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,2.43
CN(C(=S)c1ccccc1)c1ccccc1,3.12
CCCCC(C)=O,1.38
CCOC(=O)/C=C/c1ccc(O)c(O)c1,2.56
CC(=O)c1ccc2c(c1)C(c1ccccc1F)=NCC(=O)N2,1.75
Cc1cccc2sc3nncn3c12,1.7
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,-0.41
C#CC,0.94
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.27
CCCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-],4.63
O=C(NO)/C(=C/c1ccccc1)C(=O)NCc1ccc(F)cc1,1.7
CCC(=O)OC1(C(=O)CBr)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,3.55
CC1=CCC(O)(C(C)C)CC1,3.26
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)Cc3ccccc3)C(C)=C1C2(C)C,2.9
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,5.94
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,3.5
S=c1cc(-c2ccccc2)ss1,3.67
NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)=NS2(=O)=O,1.4
CC(=O)OC/C=C(\C)CCC=C(C)C,4.01
NC(=O)C(Cl)Cl,0.19
CC(=O)OCC1CCC(NC(=O)N(CCCl)N=O)CC1,2.24
COc1ccc2cc(CC(=O)OCC(=O)N3CCCC3)ccc2c1,2.71
CCC(C)C(N)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O)C(C)CC)C(C)CC)C(C)CC,-0.97
COc1ccc(C=C(C(C)=O)C(C)=O)c(OC)c1,1.88
CN1C(=O)CN=C(c2ccccc2F)c2cc(F)ccc21,2.41
CCCCCCCCCCCCCC(=O)O,6.11
CC(C)(C)C(=O)OCn1cnc2c(cnn2COC(=O)C(C)(C)C)c1=O,2.5
Cc1ccccc1N(C)C,2.85
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Cl)cc1,0.97
Cc1cccc(CO)c1,1.6
O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,0.54
CCCCCCCCCC(=O)O,4.09
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4cccnc4)C3=O)N1CC1NC12,0.52
CC1=Nc2ccc(C(F)(F)F)cc2S(=O)(=O)N1,1.51
CCC(C)N(CC(O)COc1ccccc1)CC(O)COc1ccccc1,3.46
CC(C)(C)OC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,3.6
CN1CCOC(O)C1c1ccccc1,0.99
OCCOCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.49
Cc1ccc(O)cc1N,1.16
CCOC(=O)Cn1cnc([N+](=O)[O-])c1I,0.57
COC(=O)c1ccc([N+](=O)[O-])cc1,1.89
CC(=O)Nc1ccc(NN=C(C#N)C#N)cc1,1.83
CCOC(C)OCC,0.84
COc1ccc2c(c1)NC(CCC(=O)O)=NS2(=O)=O,0.18
COc1cnnc2ccccc12,1.41
Cc1cc(=O)nc(C(C)C)[nH]1,0.55
CN(C)C(=O)NS(=O)(=O)Cc1ccccc1,0.54
CCC(C)c1cnc(CC(C)C)c(=O)n1O,1.81
O=C(O)C(c1ccccc1)n1cccc1,1.57
NS(=O)(=O)c1ccncn1,-0.2
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.35
CC(=O)Nc1cccc2cccnc12,1.91
COc1ccc([N+](=O)[O-])cc1N,1.47
FC(F)(Cl)Cl,2.16
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,2.97
O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2)cc1F,1.64
COc1ccc(C2Cc3c(cccc3C(F)(F)F)N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4.9
c1ccc(N(c2ccccc2)c2ccccc2)cc1,5.74
COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1Cl,5.04
OCC1CC1c1ccccc1,1.95
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.89
O=C(O)CCCCCO/N=C(/c1ccccc1)c1cncnc1,2.91
CCN(CC)C(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,3.05
O=C(O)COc1ccccc1Cl,1.86
CC(C)n1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.45
CNc1cc(Cc2cnc(N)nc2N)cc(NC)c1,0.44
Nc1cccc(Cn2cnc3ccccc32)c1,1.92
C=CCN(N=O)C(=O)N(CCC)CCCCC(NC(C)=O)C(=O)NCc1ccccc1,2.11
CCCCCCC(=O)N1CCCC1=O,3.04
CCc1nnc(SC)n(N)c1=O,0.46
S=C=Nc1ccc(/C=C/c2ccccc2)cc1,5.85
CN(C)/N=N/c1cccc([N+](=O)[O-])c1,2.75
CC1(C)SC2C(NC(=O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O,2.23
CCCCCCN1CC(C(=O)O)CC1=O,1.6
N#Cc1cccc(Cn2ccnc2)c1,1.01
O=[N+]([O-])c1ccccc1Br,2.52
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,6.8
CCCN(/C=N/c1ccn(C2CCC(CO)O2)c(=O)n1)CCC,0.95
OC(Cn1ccnc1)(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,3.27
Clc1ccccc1N1CCN(CCn2nnc3ccccc32)CC1,3.35
O=C(O)CN1CCCCC1,-1.05
CCOC(=O)OCn1ncc2c(O)ncnc21,0.21
CC(=O)OC1COC(NC(=O)N(CCCl)N=O)C(OC(C)=O)C1OC(C)=O,1.05
O=S(=O)(Nc1ccc(F)cc1)C(F)(F)F,3.25
CC/C(=C/c1ccccc1)[N+](=O)[O-],2.86
Cc1ccc2cccc(O)c2n1,2.33
COCCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.01
NC1=NCC(COc2ccccc2)O1,1.27
O=C(OCn1c(=O)[nH]cc(F)c1=O)Oc1ccccc1,1.11
COS(=O)c1ccc(O)cc1,0.58
Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,2.47
C1CCc2nnnn2CC1,0.14
Cc1c(O)c(=O)ccn1-c1ccccc1,1.12
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.15
CC(C)Nc1nc(=O)nc(N)[nH]1,1.27
CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.79
O=P(N/N=C/c1ccccc1)(N1CC1)N1CC1,0.48
ClCc1cccc(CCl)c1,2.72
Oc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,2.49
CS(=O)(=O)Nc1ccccc1,0.95
CC(C(=O)O)c1ccc(-c2nc(-c3ccccc3)cs2)cc1,4.95
CC(C)Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.48
O=C(O)CCCc1ccccc1,2.42
CCC(C)C(NC(=O)C(CC(C)C)NC(C)=O)C(N)=O,0.68
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,-1.85
CCN(CCO)c1ccccc1,2.1
N#CCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,-0.22
Cc1ccc2cc(C)c(C)cc2c1,4.73
Nc1nc(Br)c2ncn(C3CCC(CO)O3)c2n1,0.34
FC(F)F,0.64
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.6
COCCOc1ccccc1,1.73
O=C(O)Cc1ccc(I)cc1,2.64
CCC1(CC)C(=O)NC(=O)N=C1OC(C)C,1.86
OC(c1ccccc1)c1ccccc1,2.67
NC1=NCC(CN2CCN(c3ccccn3)CC2)O1,0.48
CCCc1cc(NC(C)=O)ccc1OC,2.72
CC(=O)c1c[nH]c2ccccc12,2.06
N#CSc1ccccc1,2.54
C#CCOc1c(Cl)cc(N/C=N/OCOCC)cc1Cl,3.5
O=[N+]([O-])c1nccn1CC(O)CCl,0.15
CCCCOCc1c(CO)cnc(C)c1O,1.34
CCC12CC3CC(CC(N)(C3)C1)C2,3.4
Cc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,2.26
O=[N+]([O-])c1cnc(Cl)[nH]1,0.66
O=C(NCCNCC(O)COc1ccc(-c2ncc[nH]2)cc1)Nc1ccccc1,1.19
Clc1cccc(Cl)n1,2.15
CCc1ccccc1OC(C)=O,2.42
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.5
CC(C)N/C(=N\C#N)NS(=O)(=O)c1cnccc1Nc1cccc(F)c1,1.59
CC(C)COC(=O)/C=C/c1ccc([N+](=O)[O-])o1,3.14
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0.79
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,-3.53
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74
CNc1ccccn1,1.12
O=[N+]([O-])/C=C/c1ccoc1,1.41
Cc1ccc(-c2nccnc2-c2ccc(C)cc2)cc1,4.1
CC#CC(=O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,3.4
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,-0.46
CCCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.56
Clc1cccc(CNc2[nH]cnc3ncnc2-3)c1,2.89
CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,1.06
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,3.7
O=[N+]([O-])c1cccc(CNc2ncnc3nc[nH]c23)c1,2.03
CCC(CC)C(=O)NS(=O)(=O)c1ccc(OC)cc1N,2.03
CCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.7
NC(=O)c1ccc(Br)cc1,1.76
OCc1c2ccccc2cc2ccccc12,3.04
COc1cccc(Cl)c1Cl,3.24
Nc1ncc([N+](=O)[O-])s1,0.83
O=C(Oc1ccccc1)c1ccccc1,3.59
Nc1cc[n+]([O-])c2ccccc12,0.05
O=C(/C=C/c1ccc(O)c(O)c1)NCCc1ccccc1,2.72
O=C(O)C(=O)Nc1nc(-c2ccc3c(c2)OCCO3)cs1,1.8
Cc1cc(=O)oc2cc(O)ccc12,1.9
CCCOc1cccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)c1,3.7
O=NCc1ccc([N+](=O)[O-])cc1,1.95
